Name,TitleID,Version,Size,Product Code,Region
Animal Crossing™: New Leaf Welcome amiibo,4.00E+09,N/A,890.01 MB [7120 blocks],Nintendo,USA
DEMON'S CREST™,000400000F706800,N/A,6.79 MB [54 blocks],CAPCOM,USA
Super Mario Maker™ for Nintendo 3DS,00040000001A0400,N/A,365.06 MB [2920 blocks],Nintendo,USA
CUP CRITTERS,000400000F709000,N/A,32.55 MB [260 blocks],RCMADIAX,USA
Hyperlight EX,000400000F707F00,1072,77.41 MB [619 blocks],CatfishBlues Games,USA
The Legend of Zelda Ballad of The Goddess,00040000001B5800,N/A,36.49 MB [292 blocks],Nintendo,USA
The Legend of Zelda Main Theme Medley,00040000001B5900,N/A,74.82 MB [599 blocks],Nintendo,USA
The Legend of Zelda Great Fairy's Fountain Theme,00040000001B5A00,N/A,50.29 MB [402 blocks],Nintendo,USA
Breath of Fire II,000400000F705600,N/A,8.35 MB [67 blocks],CAPCOM,USA
Pokémon™ Sun,4000000164800,N/A,3.0 GB [24567 blocks],The Pokémon Company,USA
Pokémon™ Moon,4.00E+09,N/A,2.98 GB [24447 blocks],The Pokémon Company,USA
Touch Battle Tank - Tag Combat -,00040000001ADC00,N/A,76.18 MB [609 blocks],CIRCLE Ent.,USA
Swapdoodle™,00040000001A2D00,4160,15.75 MB [126 blocks],Nintendo,USA
MEGA MAN X3,000400000F704A00,N/A,7.06 MB [56 blocks],CAPCOM,USA
SHOOT THE BALL,000400000F708800,N/A,28.77 MB [230 blocks],RCMADIAX,USA
Dangerous Road,00040000001AFE00,N/A,30.45 MB [244 blocks],STARSIGN,USA
Kutar Concert Staff,00040000001ABF00,N/A,17.58 MB [141 blocks],CIRCLE Ent.,USA
Kutar End Credits,00040000001AC000,N/A,8.15 MB [65 blocks],CIRCLE Ent.,USA
Kutar Powder Factory,00040000001AC300,N/A,8.34 MB [67 blocks],CIRCLE Ent.,USA
Kutar Jump Rope,00040000001AC100,N/A,6.35 MB [51 blocks],CIRCLE Ent.,USA
Kutar Quiz,00040000001AC400,N/A,7.42 MB [59 blocks],CIRCLE Ent.,USA
Kutar Ski Lift,00040000001AC500,N/A,6.52 MB [52 blocks],CIRCLE Ent.,USA
Kutar Burger Factory,00040000001ABE00,N/A,10.0 MB [80 blocks],CIRCLE Ent.,USA
Kutar Apple,00040000001ABD00,N/A,7.01 MB [56 blocks],CIRCLE Ent.,USA
Kutar Tube Rider,00040000001AC600,N/A,6.38 MB [51 blocks],CIRCLE Ent.,USA
Kutar Magic Ball,00040000001AC200,N/A,7.65 MB [61 blocks],CIRCLE Ent.,USA
Cartoon Network: Battle Crashers,4000000192000,N/A,74.87 MB [599 blocks],Game Mill,USA
Harvest Moon®: Skytree Village,00040000001A3500,N/A,88.92 MB [711 blocks],Natsume Inc.,USA
Mario Party™ Star Rush Party Guest Edition,00040000001A5F00,N/A,348.08 MB [2785 blocks],Nintendo,USA
Mario Party™ Star Rush,000400000019BD00,N/A,375.64 MB [3005 blocks],Nintendo,USA
Unlucky Mage,00040000001A9700,N/A,54.71 MB [438 blocks],KEMCO,USA
Ice Station Z,4000000190300,2112,41.89 MB [335 blocks],Wobbly Tooth,USA
Hyrule Warriors Legends Update Ver. 1.6.0,0004000E0017EA00,5200,194.91 MB [1559 blocks],Nintendo,USA
BOX UP,000400000F708900,N/A,29.56 MB [236 blocks],RCMADIAX,USA
Butterfly Inchworm Animation II,4.00E+09,3152,8.48 MB [68 blocks],Flat Black Films,USA
PixelMaker,00040000001A6700,N/A,27.06 MB [216 blocks],Nostatic Software,USA
Corpse Party,4000000194200,N/A,841.48 MB [6732 blocks],Marvelous (XSEED),USA
Power Disc Slam Update Ver. 1.10,0004000E00158E00,1056,5.85 MB [47 blocks],ChequeredCowGames,USA
BREATH OF FIRE,000400000F705400,N/A,6.59 MB [53 blocks],CAPCOM,USA
Pirate Pop Plus,000400000F708600,N/A,75.58 MB [605 blocks],13AM Games,USA
Fairune2,000400000016D500,N/A,41.78 MB [334 blocks],CIRCLE Ent.,USA
Pokémon™ Sun and Pokémon™ Moon Special Demo,00040000001A7100,N/A,380.66 MB [3045 blocks],The Pokémon Company,USA
Chase Cold Case Investigations ~Distant Memories~,00040000001A6600,N/A,202.74 MB [1622 blocks],Aksys Games,USA
Gurumin 3D: A Monstrous Adventure,000400000018C200,N/A,473.17 MB [3785 blocks],Mastiff,USA
BlockForm,000400000F707000,N/A,40.35 MB [323 blocks],CW-Games,USA
Severed,4000000166300,N/A,146.11 MB [1169 blocks],DrinkBox Studios,USA
Stickman Super Athletics Update Ver. 1.1,0004000E0019A400,1040,18.02 MB [144 blocks],CoderChild,USA
Mega Man X2,000400000F703300,N/A,6.37 MB [51 blocks],CAPCOM,USA
Epic Word Search Holiday Special,00040000001AD100,N/A,7.9 MB [63 blocks],Lightwood Games,USA
Pixel Hunter,000400000F707800,N/A,118.64 MB [949 blocks],Lemondo Games,USA
"Azure Striker Gunovlt
Striker Pack",00040000001A5600,N/A,0B [N/A],Yacht Club Games,USA
YO-KAI WATCH™ 2: Bony Spirits,000400000019A900,N/A,1.76 GB [14450 blocks],Nintendo,USA
YO-KAI WATCH™ 2: Fleshy Souls,000400000019AA00,N/A,1.76 GB [14448 blocks],Nintendo,USA
Azure Striker GUNVOLT 2,0004000000196A00,N/A,464.98 MB [3720 blocks],Inti Creates,USA
Ninja Usagimaru - The Mysterious Karakuri Castle,00040000001A0800,N/A,52.91 MB [423 blocks],Aksys Games,USA
Quest of Dungeons,0004000000186D00,N/A,37.12 MB [297 blocks],Upfall Studios,USA
Sonic Boom™: Fire & Ice,4000000161300,N/A,1.62 GB [13262 blocks],SEGA USA,USA
River City: Tokyo Rumble,4000000197700,N/A,157.21 MB [1258 blocks],Natsume Inc.,USA
Final Fight 2™,000400000F704C00,N/A,5.71 MB [46 blocks],CAPCOM,USA
Final Fight 3™,000400000F704E00,N/A,7.62 MB [61 blocks],CAPCOM,USA
Noah's Cradle,00040000001A4300,N/A,64.4 MB [515 blocks],CIRCLE Ent.,USA
Shin Megami Tensei IV: Apocalypse,000400000019A200,N/A,1.68 GB [13738 blocks],ATLUS,USA
Dragon Quest® VII: Fragments of the Forgotten Past,000400000018EF00,N/A,1.42 GB [11629 blocks],Nintendo,USA
Noitu Love: Devolution,000400000018F700,N/A,40.19 MB [321 blocks],MP2 Games,USA
Splat The Difference,000400000019BF00,N/A,56.32 MB [451 blocks],Lightwood Games,USA
Collide-a-Ball,00040000001A1800,N/A,15.94 MB [127 blocks],STARSIGN,USA
Metroid Prime™: Federation Force Blast Ball Update,0004000E0016F600,1056,51.9 MB [415 blocks],Nintendo,USA
Metroid Prime™: Federation Force Update Ver. 1.1.0,0004000E0016E300,1056,55.24 MB [442 blocks],Nintendo,USA
Phoenix Wright: Ace Attorney – Spirit of Justice,000400000018F400,N/A,849.12 MB [6793 blocks],CAPCOM,USA
Super Castlevania IV,000400000F703500,N/A,5.39 MB [43 blocks],KONAMI,USA
StreetPass Mii Plaza Ver. 5.0,0004000E00021800,14432,82.21 MB [658 blocks],Nintendo,USA
Ping Pong Trick Shot,4000000167500,N/A,17.14 MB [137 blocks],STARSIGN,USA
Adventure Labyrinth Story,4000000194300,N/A,76.89 MB [615 blocks],CIRCLE Ent.,USA
Picross 3D™ Round 2,0004000000187D00,N/A,131.66 MB [1053 blocks],Nintendo,USA
Street Fighter™ Alpha 2,000400000F704300,N/A,17.14 MB [137 blocks],CAPCOM,USA
Street Fighter™ II Turbo: Hyper Fighting,000400000F704100,N/A,7.92 MB [63 blocks],CAPCOM,USA
Super Street Fighter™ II: The New Challengers,000400000F703100,N/A,10.4 MB [83 blocks],CAPCOM,USA
The Legend of Kusakari,000400000018B800,N/A,39.48 MB [316 blocks],Nnooo,USA
Pixel Paint,000400000019E400,N/A,45.16 MB [361 blocks],RAINYFROG,USA
Japanese Rail Sim 3D Monorail Trip to Okinawa,00040000001A5D00,N/A,787.03 MB [6296 blocks],Sonic Powered,USA
Metroid Prime™: Federation Force,000400000016E300,N/A,1.25 GB [10234 blocks],Nintendo,USA
Style Savvy™: Fashion Forward,4000000196500,N/A,819.3 MB [6554 blocks],Nintendo,USA
Blasting Agent: Ultimate Edition,000400000019F200,N/A,9.33 MB [75 blocks],Ratalaika Games,USA
BRICK RACE,000400000F707200,N/A,28.76 MB [230 blocks],RCMADIAX,USA
Kingdom's Item Shop,000400000019E300,N/A,157.13 MB [1257 blocks],CIRCLE Ent.,USA
Power Disc Slam,4.00E+09,N/A,129.82 MB [1039 blocks],ChequeredCowGames,USA
Word Logic by POWGI,00040000001A0900,N/A,7.54 MB [60 blocks],Lightwood Games,USA
Mega Man™ X,000400000F702600,N/A,6.03 MB [48 blocks],CAPCOM,USA
Ambition of the Slimes,00040000001A1700,N/A,43.01 MB [344 blocks],CIRCLE Ent.,USA
Stickman Super Athletics,000400000019A400,N/A,19.39 MB [155 blocks],CoderChild,USA
Kirby's Dream Course™,000400000F703B00,N/A,5.89 MB [47 blocks],Nintendo,USA
Gotta Protectors,4.00E+09,N/A,66.89 MB [535 blocks],Ancient,USA
Defend your Crypt,4000000198200,N/A,6.57 MB [53 blocks],Ratalaika Games,USA
Metroid Prime™: Federation Force Blast Ball Demo,000400000016F600,N/A,194.6 MB [1557 blocks],Nintendo,USA
Monster Hunter Generations™,4000000187000,N/A,1.52 GB [12470 blocks],CAPCOM,USA
Journey to Kreisia,4.00E+108,N/A,59.59 MB [477 blocks],KEMCO,USA
Final Fight,000400000F703F00,N/A,5.46 MB [44 blocks],CAPCOM,USA
7th Dragon III Code: VFD,000400000018F800,N/A,1.56 GB [12739 blocks],SEGA USA,USA
The Legend of The Mystical Ninja,000400000F703700,N/A,5.58 MB [45 blocks],KONAMI,USA
Monster Hunter Generations™ Special Demo,000400000019F000,N/A,253.27 MB [2026 blocks],CAPCOM,USA
BOXBOXBOY!™,000400000018EE00,N/A,89.81 MB [718 blocks],Nintendo,USA
Zero Escape: Zero Time Dilemma,000400000017B200,N/A,1.17 GB [9552 blocks],Aksys Games,USA
LEGO® Star Wars™: The Force Awakens,000400000017F900,N/A,458.01 MB [3664 blocks],WB Games,USA
The Battle Cats POP!,000400000018BC00,N/A,434.75 MB [3478 blocks],PONOS,USA
Rubik's® Cube,000400000010BD00,N/A,84.03 MB [672 blocks],Cypronia,USA
Super Ghouls'n Ghosts™,000400000F702A00,N/A,5.33 MB [43 blocks],CAPCOM,USA
Gunslugs,000400000019B400,N/A,18.48 MB [148 blocks],Engine Software,USA
MEGA MAN™ 7,000400000F702800,N/A,6.75 MB [54 blocks],CAPCOM,USA
Rhythm Heaven™ Megamix,000400000018A400,N/A,427.92 MB [3423 blocks],Nintendo,USA
Kirby Planet Robobot™,4000000183600,N/A,664.14 MB [5313 blocks],Nintendo,USA
Puzzle Labyrinth,0004000000190F00,N/A,71.43 MB [571 blocks],CIRCLE Ent.,USA
Dan McFox: Head Hunter,000400000018FC00,N/A,17.6 MB [141 blocks],Lightwood Games,USA
Donkey Kong Country 3: Dixie Kong's Double Trouble™,000400000F702F00,N/A,9.54 MB [76 blocks],Nintendo,USA
Sssnakes,4000000183500,N/A,14.59 MB [117 blocks],Software Scribes,USA
ASH Update Ver. 1.1,0004000E0016EE00,1040,1.16 MB [9 blocks],CIRCLE Ent.,USA
Epic Word Search Collection 2,000400000019B500,N/A,7.87 MB [63 blocks],Lightwood Games,USA
Infinite Dunamis,4000000194600,N/A,53.58 MB [429 blocks],KEMCO,USA
Dragon Fantasy: The Black Tome of Ice,4.00E+09,N/A,112.05 MB [896 blocks],Choice Provisions,USA
Conveni Dream,4000000194400,N/A,20.03 MB [160 blocks],CIRCLE Ent.,USA
Contra® III: The Alien Wars™,000400000F702C00,N/A,5.53 MB [44 blocks],KONAMI,USA
Digger Dan DX,000400000018F300,1040,27.54 MB [220 blocks],Four Horses,USA
The Legend of Dark Witch 2 Update Ver. 1.2,0004000E00186600,2096,14.94 MB [119 blocks],CIRCLE Ent.,USA
WordsUp! Academy,0004000000185F00,N/A,36.63 MB [293 blocks],CoderChild,USA
Pocket Card Jockey™,4000000194800,N/A,105.79 MB [846 blocks],Nintendo,USA
Super Punch-Out!!™,000400000F702400,N/A,7.37 MB [59 blocks],Nintendo,USA
Mini Mario & Friends amiibo Challenge,000400000016C200,N/A,291.62 MB [2333 blocks],Nintendo,USA
ASH,000400000016EE00,N/A,175.38 MB [1403 blocks],CIRCLE Ent.,USA
SEGA 3D Classics Collection,4.00E+09,N/A,91.25 MB [730 blocks],SEGA USA,USA
Langrisser Re:Incarnation -TENSEI-,0004000000187F00,N/A,730.4 MB [5843 blocks],Aksys Games,USA
BRAVELY SECOND™: END LAYER,000400000017BA00,N/A,2.48 GB [20334 blocks],Nintendo,USA
The Legend of Zelda™: A Link to the Past™,000400000F701000,N/A,5.75 MB [46 blocks],Nintendo,USA
Super Metroid™,000400000F701200,N/A,9.36 MB [75 blocks],Nintendo,USA
Donkey Kong Country 2: Diddy's Kong Quest™,000400000F702000,N/A,9.53 MB [76 blocks],Nintendo,USA
Super Strike Beach Volleyball™,4000000190400,N/A,78.47 MB [628 blocks],Natsume Inc.,USA
Excave III : Tower of Destiny,4.00E+08,N/A,121.78 MB [974 blocks],Rising Star Games,USA
Nintendo Badge Arcade Update Ver. 1.3.1,0004000E00153500,5136,74.43 MB [595 blocks],Nintendo,USA
Doll Fashion Atelier,000400000018AA00,N/A,161.16 MB [1289 blocks],Teyon,USA
DRAGON BALL Z: Extreme Butoden Update,0004000E0016CD00,1040,32.27 MB [258 blocks],BANDAI NAMCO Entertainment,USA
Justice Chronicles,4000000188200,N/A,139.34 MB [1115 blocks],KEMCO,USA
Etrian Odyssey 2 Untold: The Fafnir Knight Update,0004000E0015F200,1040,2.35 MB [19 blocks],ATLUS,USA
Hyrule Warriors Legends,000400000017EA00,N/A,1.97 GB [16132 blocks],Nintendo,USA
EarthBound™,000400000F701600,N/A,9.7 MB [78 blocks],Nintendo,USA
Super Mario Kart™,000400000F701400,N/A,5.17 MB [41 blocks],Nintendo,USA
Donkey Kong Country™,000400000F701B00,N/A,8.72 MB [70 blocks],Nintendo,USA
Japanese Rail Sim 3D Journey in suburbs #1 Vol. 2,0004000000193D00,N/A,429.51 MB [3436 blocks],Sonic Powered,USA
Japanese Rail Sim 3D Journey in suburbs #1 Vol. 3,4.00E+09,N/A,445.85 MB [3567 blocks],Sonic Powered,USA
Japanese Rail Sim 3D Journey in suburbs #1 Vol. 4,0004000000193F00,N/A,354.55 MB [2836 blocks],Sonic Powered,USA
Witch & Hero 2,000400000016D600,N/A,102.27 MB [818 blocks],CIRCLE Ent.,USA
Mutant Mudds Super Challenge,0004000000165A00,N/A,12.99 MB [104 blocks],Renegade Kid,USA
Blast 'Em Bunnies,4000000107700,1040,105.99 MB [848 blocks],Nnooo,USA
BRAVELY SECOND™: END LAYER DEMO,4000000183700,N/A,322.4 MB [2579 blocks],Nintendo,USA
Super Mario World™,000400000F700E00,N/A,5.25 MB [42 blocks],Nintendo,USA
Parascientific Escape Cruise in the Distant Seas,4000000186500,N/A,92.41 MB [739 blocks],CIRCLE Ent.,USA
The Hand of Panda,4000000150700,N/A,156.42 MB [1251 blocks],Ninja Playground,USA
LEGO® Marvel's Avengers Update Ver. 1.2.0,0004000E00168500,2080,17.74 MB [142 blocks],WB Games,USA
Pilotwings™,000400000F702200,N/A,5.02 MB [40 blocks],Nintendo,USA
F-Zero™,000400000F701900,N/A,4.87 MB [39 blocks],Nintendo,USA
Return to PopoloCrois: A STORY OF SEASONS Fairytale,000400000018CC00,N/A,1.48 GB [12093 blocks],Marvelous (XSEED),USA
Pokémon™ Yellow Version (English Version),4000000171200,N/A,9.81 MB [78 blocks],Nintendo,USA
Pokémon™ Blue Version (Spanish Version),0004000000171A00,N/A,9.79 MB [78 blocks],Nintendo,USA
Pokémon™ Yellow Version (French Version),4000000171800,N/A,9.79 MB [78 blocks],Nintendo,USA
Pokémon™ Blue Version (French Version),4000000171700,N/A,9.79 MB [78 blocks],Nintendo,USA
Pokémon™ Red Version (English Version),4000000171000,N/A,9.79 MB [78 blocks],Nintendo,USA
Pokémon™ Yellow Version (Spanish Version),0004000000171B00,N/A,9.79 MB [78 blocks],Nintendo,USA
Pokémon™ Blue Version (English Version),4000000171100,N/A,9.79 MB [78 blocks],Nintendo,USA
Pokémon™ Red Version (French Version),4000000171600,N/A,9.79 MB [78 blocks],Nintendo,USA
Pokémon™ Red Version (Spanish Version),4000000171900,N/A,9.79 MB [78 blocks],Nintendo,USA
YO-KAI WATCH™ Update Ver. 1.2,0004000E00167700,2080,503.4 MB [4027 blocks],Nintendo,USA
Toy Defense,00040000000FE600,N/A,23.3 MB [186 blocks],CIRCLE Ent.,USA
Sadame,0004000000186C00,N/A,325.71 MB [2606 blocks],Oizumi Amuzio,USA
Mega Man® Legacy Collection,4000000174100,N/A,463.67 MB [3709 blocks],CAPCOM,USA
Fire Emblem Fates: Conquest,4000000179600,N/A,1.53 GB [12538 blocks],Nintendo,USA
Fire Emblem Fates: Birthright,4000000179400,N/A,1.52 GB [12461 blocks],Nintendo,USA
Musicverse: Electronic Keyboard,000400000016A800,N/A,61.92 MB [495 blocks],Abylight,USA
Project X Zone 2 Update Ver. 1.2,0004000E00160C00,1040,10.36 MB [83 blocks],BANDAI NAMCO Entertainment,USA
Word Puzzles by POWGI,0004000000175B00,N/A,9.39 MB [75 blocks],Lightwood Games,USA
Alphadia,4000000188100,N/A,41.4 MB [331 blocks],KEMCO,USA
RV-7 My Drone,4000000188000,N/A,44.17 MB [353 blocks],EnjoyUp Games,USA
Hello Kitty's Magic Apron,4000000175100,N/A,88.02 MB [704 blocks],Rising Star Games,USA
Crazy Train,000480044B355545,1024,4.16 MB [33 blocks],Floor 84 Studio,USA
LEGO® Marvel's Avengers,4000000168500,N/A,441.86 MB [3535 blocks],WB Games,USA
FINAL FANTASY EXPLORERS,000400000016ED00,N/A,626.48 MB [5012 blocks],"Square Enix, Inc.",USA
Mario & Luigi™: Paper Jam,4000000132700,N/A,429.39 MB [3435 blocks],Nintendo,USA
PET INN 3D,0004000000186A00,N/A,56.86 MB [455 blocks],NEOPICA,USA
Slice It!,4000000131400,N/A,58.12 MB [465 blocks],Aksys Games,USA
Lionel City Builder 3D: Rise of the Rails,4000000151300,N/A,62.95 MB [504 blocks],Big John Games,USA
Ocean Runner,00040000000F6B00,N/A,40.44 MB [323 blocks],Teyon,USA
MY PETS,4000000187200,N/A,42.38 MB [339 blocks],NEOPICA,USA
Puzzle & Dragons Z + Super Mario Bros. Edition 2.0,0004000E00137700,1072,73.49 MB [588 blocks],Nintendo,USA
The Legend of Zelda™: Tri Force Heroes Update,0004000E00176F00,3120,136.63 MB [1093 blocks],Nintendo,USA
The delusions of Von Sottendorff,00040000000E5900,N/A,310.6 MB [2485 blocks],Delirium Studios,USA
The Legend of Dark Witch 2,4000000186600,N/A,443.3 MB [3546 blocks],CIRCLE Ent.,USA
SteamWorld Heist,000400000012D900,1040,177.32 MB [1419 blocks],Image & Form,USA
Terraria,000400000016A900,N/A,55.03 MB [440 blocks],505 Games,USA
Rytmik Ultimate,000400000014DB00,N/A,54.21 MB [434 blocks],Cinemax,USA
Radiohammer,000400000017A100,N/A,265.19 MB [2122 blocks],Aksys Games,USA
Petit Novel series - Harvest December,4000000182800,N/A,437.91 MB [3503 blocks],CIRCLE Ent.,USA
Pokémon™ Picross,000400000017C100,N/A,90.83 MB [727 blocks],The Pokémon Company,USA
Dementium Remastered,0004000000161B00,N/A,126.93 MB [1015 blocks],Infitizmo,USA
The Mysterious Case of Dr. Jekyll & Mr. Hyde,000480044B374745,N/A,15.35 MB [123 blocks],Joindots,USA
PET HOSPITAL,0004000000186F00,N/A,77.86 MB [623 blocks],NEOPICA,USA
Pokémon™ Super Mystery Dungeon,4000000174600,N/A,1.72 GB [14098 blocks],Nintendo,USA
Family Fishing,0004000000178F00,N/A,109.61 MB [877 blocks],Aksys Games,USA
I Love My Pony,0004000000178C00,N/A,63.45 MB [508 blocks],Nacon,USA
Goosebumps: The Game Update Ver. 1.01,0004000E00160200,1040,6.57 MB [53 blocks],Game Mill,USA
Stella Glow,4000000173700,N/A,1.43 GB [11702 blocks],SEGA,USA
Moco Moco Friends,000400000017F200,N/A,213.14 MB [1705 blocks],Aksys Games,USA
Nintendo Badge Arcade,4000000153500,N/A,72.26 MB [578 blocks],Nintendo,USA
Comic Workshop 2 Update Ver. 1.2,0004000E00167F00,2080,2.27 MB [18 blocks],Collavier,USA
YO-KAI WATCH™,4000000167700,N/A,829.05 MB [6632 blocks],Nintendo,USA
Toki Tori 3D,4000000182000,N/A,80.51 MB [644 blocks],Two Tribes Publishing,USA
Teenage Mutant Ninja Turtles: Master Splinter's Training Pack,0004000000170B00,N/A,0B [N/A],Activision,USA
The Legend of Zelda™: Tri Force Heroes,0004000000176F00,N/A,523.88 MB [4191 blocks],Nintendo,USA
Gunslugs 2,4000000180200,N/A,21.6 MB [173 blocks],Engine Software,USA
Wizdom,000400000012E800,N/A,77.9 MB [623 blocks],Moving Player,USA
SmileBASIC,000400000016DE00,3136,10.71 MB [86 blocks],SmileBoom,USA
The Magic Hammer,000400000016F300,N/A,79.35 MB [635 blocks],Wobbly Tooth,USA
The Legend of Zelda™: Tri Force Heroes Demo,4000000182200,N/A,138.28 MB [1106 blocks],Nintendo,USA
Goosebumps: The Game,4000000160200,N/A,91.25 MB [730 blocks],Game Mill,USA
Chibi-Robo!™ Zip Lash,4000000163000,N/A,808.91 MB [6471 blocks],Nintendo,USA
3D Sonic The Hedgehog 2,0004000000158D00,N/A,35.93 MB [287 blocks],SEGA USA,USA
Chronus Arc,4000000179000,N/A,66.01 MB [528 blocks],KEMCO,USA
Animal Crossing™: Happy Home Designer,000400000014F100,N/A,473.27 MB [3786 blocks],Nintendo,USA
ACE COMBAT ASSAULT HORIZON LEGACY+ Update,0004000E0015C000,2080,9.49 MB [76 blocks],BANDAI NAMCO Entertainment,USA
Skylanders SuperChargers Racing,4.00E+09,N/A,0B [N/A],Activision,USA
Animal Crossing™: Happy Home Designer Update Ver. 2.0,0004000E0014F100,1040,65.14 MB [521 blocks],Nintendo,USA
SENRAN KAGURA 2: Deep Crimson,4000000165000,N/A,2.12 GB [17329 blocks],Marvelous (XSEED),USA
Hatsune Miku: Project Mirai DX,0004000000148C00,16,2.18 GB [17819 blocks],SEGA USA,USA
"Are You Smarter Than a
5th Grader?",000400000016F100,N/A,33.17 MB [265 blocks],Game Mill,USA
Mario vs. Donkey Kong™: Tipping Stars Ver. 1.0.1,0004000E0012C800,1040,2.08 MB [17 blocks],Nintendo,USA
Gotcha Racing™,000400000016F000,N/A,108.4 MB [867 blocks],Natsume Inc.,USA
Little Battlers eXperience™,4000000147100,N/A,1.76 GB [14455 blocks],Nintendo,USA
SAMURAI WARRIORS: Chronicles 3 Update Ver. 1.0.2,0004000E0016F200,2080,2.87 MB [23 blocks],KOEI TECMO AMERICA,USA
3D Gunstar Heroes,4000000158400,N/A,35.94 MB [288 blocks],SEGA USA,USA
Best of Arcade Games - Air Hockey,4000000101600,N/A,22.46 MB [180 blocks],Nacon,USA
Best of Arcade Games - Bubble Buster,4000000101700,N/A,25.42 MB [203 blocks],Nacon,USA
Paddington™: Adventures in London,000400000016B900,N/A,68.79 MB [550 blocks],HUMONGOUS,USA
Garfield Kart,4000000169800,N/A,61.96 MB [496 blocks],HUMONGOUS,USA
Brave Tank Hero™,0004000000175A00,N/A,75.71 MB [606 blocks],Natsume Inc.,USA
Best of Arcade Games - Brick Breaker,4.00E+09,N/A,25.06 MB [200 blocks],Nacon,USA
Best of Arcade Games - Tetraminos,4000000101800,N/A,27.78 MB [222 blocks],Nacon,USA
PICROSS e6,000400000016EF00,N/A,22.19 MB [177 blocks],JUPITER,USA
Jewel Quest 4 Heritage,00040000000DDC00,N/A,90.36 MB [723 blocks],MSL,USA
Japanese Rail Sim 3D Journey to Kyoto,0004000000173F00,N/A,606.63 MB [4853 blocks],Sonic Powered,USA
"Etrian Odyssey 2 Untold:
The Fafnir Knight",000400000015F200,N/A,889.71 MB [7118 blocks],SEGA,USA
Flick Golf 3D,000400000015C600,N/A,88.86 MB [711 blocks],Full Fat,USA
Best of Board Games - Solitaire,0004000000101B00,N/A,47.8 MB [382 blocks],Nacon,USA
Best of Board Games - Mahjong,0004000000101A00,N/A,47.17 MB [377 blocks],Nacon,USA
Code Name: S.T.E.A.M. Update Ver. 1.2.0,0004000E00132500,2080,7.63 MB [61 blocks],Nintendo,USA
3D Streets of Rage 2,4000000158300,N/A,37.0 MB [296 blocks],SEGA USA,USA
The Binding of Isaac: Rebirth,000400000F700800,3120,330.98 MB [2648 blocks],Nicalis,USA
I Love My Cats,4000000167300,N/A,66.19 MB [529 blocks],Nacon,USA
Fantasy Pirates,0004000000165D00,N/A,49.32 MB [395 blocks],EnjoyUp Games,USA
Dragon Fantasy: The Volumes of Westeria,0004000000163F00,N/A,81.91 MB [655 blocks],Choice Provisions,USA
Epic Word Search Collection,000400000016AA00,N/A,6.28 MB [50 blocks],Lightwood Games,USA
G.G Series VECTOR,000480044B354F45,N/A,3.91 MB [31 blocks],Goodvision Corporation,USA
G.G Series SCORE ATTACKER,000480044B354745,N/A,4.55 MB [36 blocks],Goodvision Corporation,USA
I am an Air Traffic Controller Airport Hero Narita,4.00E+09,N/A,86.52 MB [692 blocks],Sonic Powered,USA
I Love My Dogs,4000000167200,N/A,66.19 MB [530 blocks],Nacon,USA
Harvest Moon®: The Lost Valley Update Ver. 1.01,0004000E0010F600,1040,4.52 MB [36 blocks],NATSUME,USA
Mercenaries Saga 2,000400000016CC00,N/A,175.07 MB [1401 blocks],CIRCLE Ent.,USA
"SAMURAI WARRIORS:
Chronicles 3",000400000016F200,N/A,2.77 GB [22671 blocks],KOEI TECMO AMERICA,USA
G.G Series NYOKKI,000480044B553945,N/A,3.93 MB [31 blocks],Goodvision Corporation,USA
G.G Series ENERGY CHAIN,000480044B443745,N/A,3.32 MB [27 blocks],Goodvision Corporation,USA
G.G Series GREAT WHIP ADVENTURE,000480044B565145,N/A,4.66 MB [37 blocks],Goodvision Corporation,USA
G.G Series THE LAST KNIGHT,000480044B354D45,N/A,4.89 MB [39 blocks],Goodvision Corporation,USA
G.G Series AIR PINBALL HOCKEY,000480044B323545,N/A,4.81 MB [38 blocks],Goodvision Corporation,USA
G.G Series THROW OUT,000480044B334F45,N/A,5.46 MB [44 blocks],Goodvision Corporation,USA
G.G Series RUN & STRIKE,000480044B354645,N/A,3.95 MB [32 blocks],Goodvision Corporation,USA
G.G Series DRILLING ATTACK!!,000480044B444145,N/A,4.85 MB [39 blocks],Goodvision Corporation,USA
G.G Series VERTEX,000480044B564545,N/A,3.63 MB [29 blocks],Goodvision Corporation,USA
Comic Workshop 2,0004000000167F00,N/A,102.98 MB [824 blocks],Collavier,USA
Best of Board Games - Chess,4000000101900,N/A,47.23 MB [378 blocks],Nacon,USA
Smash Controller,000400000014C500,N/A,22.24 MB [178 blocks],Nintendo,USA
LEGO® Jurassic World™,000400000015B000,N/A,455.04 MB [3640 blocks],WB Games,USA
Dr. Mario™: Miracle Cure™,000400000013BB00,N/A,61.14 MB [489 blocks],Nintendo,USA
Ninja Usagimaru - The Gem of Blessings -,000400000015CA00,N/A,82.41 MB [659 blocks],ARC SYSTEM WORKS,USA
SWORDS & DARKNESS,4000000146200,N/A,64.34 MB [515 blocks],ARC SYSTEM WORKS,USA
Japanese Rail Sim 3D Journey in Suburbs #1,4000000161900,N/A,389.97 MB [3120 blocks],Sonic Powered,USA
My Zoo Vet Practice 3D,000400000016AB00,N/A,39.24 MB [314 blocks],Joindots,USA
